tweet_id,timestamp,text,rating,name,dog_stage,year,weekday,retweet_count,favorite_count,jpg_url,prediction1
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,Oliver,Unknown,2017,Mon,4425,22041,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,Jim,Unknown,2017,Sun,3745,25538,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,Zeke,Unknown,2017,Sat,3517,22399,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,Ralphus,Unknown,2017,Sat,2866,17260,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,Gerald,Unknown,2017,Thurs,2885,19107,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,Jeffrey,Unknown,2017,Weds,4520,26541,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,Canela,Unknown,2017,Weds,14966,60004,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,None,Unknown,2017,Tues,4972,26902,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,Mingus,Unknown,2017,Sun,2619,10460,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,Roscoe,Pupper,2017,Sat,2614,18495,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,Jimbo,Unknown,2017,Fri,5590,28510,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,Maisey,Unknown,2017,Thurs,5308,31505,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,None,Unknown,2017,Weds,3654,19196,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,Earl,Unknown,2017,Weds,14951,67062,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian Greyhound
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,Lola,Unknown,2017,Tues,4642,24310,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,Kevin,Unknown,2017,Tues,3896,21255,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,None,Unknown,2017,Mon,4778,23794,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,Yogi,Doggo,2017,Sun,2493,17899,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German Shepherd
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,Noah,Unknown,2017,Sun,2849,19100,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,Bella,Unknown,2017,Sat,8230,40060,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden Retriever
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,Grizzwald,Floofer,2017,Fri,3061,19885,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,None,Unknown,2017,Fri,5512,32400,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden Retriever
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,Gus,Pupper,2017,Thurs,4080,24705,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador Retriever
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,Stanley,Unknown,2017,Weds,5045,24539,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,Alfy,Unknown,2017,Tues,9586,39073,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden Retriever
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,Gary,Unknown,2017,Mon,8919,44416,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,None,Unknown,2017,Fri,3193,18665,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,Bella,Unknown,2017,Thurs,5194,24939,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden Retriever
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,None,Unknown,2017,Weds,3637,24245,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature Pinscher
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,Romeo,Unknown,2017,Weds,2916,19648,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,Duddles,Unknown,2017,Mon,37293,92553,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,Beau,Unknown,2017,Sun,2233,16732,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,Snoopy,Puppo,2017,Sun,3422,17086,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian Greyhound
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,Shadow,Unknown,2017,Fri,1073,6758,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,Emmy,Unknown,2017,Fri,5714,37034,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French Bulldog
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,Aja,Unknown,2017,Thurs,15740,69078,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay Retriever
877611172832227328,2017-06-21 19:36:23,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,None,Pupper,2017,Weds,70,0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish Setter
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,Dante,Unknown,2017,Weds,4323,24083,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,Nelly,Unknown,2017,Tues,4605,23800,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,Ginger,Pupper,2017,Mon,2795,18174,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,Benedict,Unknown,2017,Sun,1991,16515,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden Retriever
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,Venti,Unknown,2017,Sat,3891,24620,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese Mountain Dog
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,Goose,Unknown,2017,Fri,3569,22039,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador Retriever
875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,None,Unknown,2017,Weds,3955,22496,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland White Terrier
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,Cash,Unknown,2017,Tues,3908,24535,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador Retriever
874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,Jed,Pupper,2017,Mon,3472,22900,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker Spaniel
874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,None,Unknown,2017,Mon,3369,20057,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-Coated Retriever
874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,Sebastian,Puppo,2017,Sun,8556,30040,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan
873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,None,Unknown,2017,Sat,3333,21324,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland
873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,Sierra,Pupper,2017,Fri,1327,6301,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla
872967104147763200,2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,None,Doggo,2017,Fri,4546,23992,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador Retriever
872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,None,Unknown,2017,Thurs,3158,13038,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug
872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,Monkey,Unknown,2017,Thurs,3058,18280,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker Spaniel
872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,None,Unknown,2017,Weds,7690,36007,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke
871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,Lassie,Unknown,2017,Tues,9213,32990,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland Sheepdog
871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,Rover,Pupper,2017,Mon,2959,17828,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador Retriever
870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,Cody,Unknown,2017,Fri,2190,10859,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke
870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,Zoey,Unknown,2017,Thurs,22672,73750,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden Retriever
870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,Rumble,Unknown,2017,Thurs,3537,19430,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater Swiss Mountain Dog
869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,Dewey,Unknown,2017,Weds,8662,37913,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke
869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,Stanley,Unknown,2017,Tues,5366,24975,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke
869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,Gizmo,Unknown,2017,Mon,3192,18093,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke
868622495443632128,2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,None,Unknown,2017,Sun,4447,23582,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador Retriever
868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,Cooper,Unknown,2017,Sat,1744,8941,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Whippet
867900495410671616,2017-05-26 00:29:37,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,None,Unknown,2017,Fri,3554,21542,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador Retriever
867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,Harold,Unknown,2017,Thurs,6229,30180,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border Collie
867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,Shikha,Puppo,2017,Weds,2109,14307,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo Dog
867072653475098625,2017-05-23 17:40:04,RT @rachaeleasler: these @dog_rates hats are 13/10 bean approved https://t.co/nRCdq4g9gG,13,None,Unknown,2017,Tues,100,0,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim Spaniel
867051520902168576,2017-05-23 16:16:06,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,None,Unknown,2017,Tues,6755,28618,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed
866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,Lili,Unknown,2017,Mon,2954,17080,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Flat-Coated Retriever
866450705531457537,2017-05-22 00:28:40,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,Jamesy,Pupper,2017,Mon,30078,108564,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French Bulldog
866334964761202691,2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,Coco,Unknown,2017,Sun,12163,46445,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed
865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,Boomer,Unknown,2017,Fri,4819,22865,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Golden Retriever
865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,Sammy,Unknown,2017,Fri,4273,23535,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake Bay Retriever
865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,Nelly,Unknown,2017,Thurs,6637,24979,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke
864279568663928832,2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,Meatball,Unknown,2017,Tues,2571,13036,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,Bull Mastiff
864197398364647424,2017-05-15 19:14:50,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,Paisley,Unknown,2017,Mon,7559,26568,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,Golden Retriever
863553081350529029,2017-05-14 00:34:33,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13,Neptune,Unknown,2017,Sun,3614,13639,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo Dog
863432100342583297,2017-05-13 16:33:49,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,12,Belle,Unknown,2017,Sat,4545,21232,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire Bullterrier
863062471531167744,2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",13,Quinn,Unknown,2017,Fri,2087,7503,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French Bulldog
862831371563274240,2017-05-12 00:46:44,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13,Zooey,Unknown,2017,Fri,4446,17188,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian Terrier
